Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,357.000000,361.000000,335.600006,346.850006,346.380341,18541033
2019-08-02,346.000000,353.100006,340.000000,341.500000,341.037567,9741289
2019-08-05,340.450012,341.500000,325.250000,330.950012,330.501862,9700604
2019-08-06,328.000000,330.000000,304.700012,312.450012,312.026917,19901832
2019-08-07,313.049988,340.750000,313.049988,327.899994,327.455994,21918018
2019-08-08,322.000000,334.799988,320.200012,331.450012,331.001190,9559063
2019-08-09,333.000000,338.799988,324.299988,328.100006,327.655731,8625986
2019-08-13,328.700012,337.500000,325.799988,327.299988,326.856781,8077371
2019-08-14,331.149994,346.899994,331.149994,341.600006,341.137451,8277699
2019-08-16,343.700012,347.799988,336.299988,346.600006,346.130676,5719534
2019-08-19,345.549988,351.850006,342.649994,348.049988,347.578705,6986559
2019-08-20,349.500000,354.850006,346.549988,350.850006,350.374908,5975057
2019-08-21,350.000000,351.750000,342.549988,344.200012,343.733917,4703700
2019-08-22,342.149994,343.899994,323.200012,328.950012,328.504578,5478339
2019-08-23,330.000000,354.299988,326.549988,351.149994,350.674500,8092013
2019-08-26,352.000000,369.799988,346.200012,364.899994,364.405884,7275260
2019-08-27,361.000000,367.600006,361.000000,363.750000,363.257446,4847123
2019-08-28,362.000000,369.950012,360.799988,364.200012,363.706848,4279391
2019-08-29,364.200012,367.000000,358.200012,362.100006,361.609680,3030633
2019-08-30,363.600006,376.000000,362.250000,373.100006,372.594788,4850836
2019-09-03,367.649994,369.950012,358.700012,361.000000,360.511169,2968075
2019-09-04,362.000000,366.000000,348.350006,355.500000,355.018616,4848241
2019-09-05,356.500000,363.299988,354.299988,360.799988,360.311432,2699787
2019-09-06,361.750000,366.799988,358.649994,361.250000,360.760834,2378166
2019-09-09,360.100006,367.399994,356.799988,362.950012,362.458557,2156163
2019-09-11,366.399994,367.250000,352.500000,354.450012,353.970062,4379279
2019-09-12,354.750000,358.950012,335.299988,346.399994,345.930939,4778366
2019-09-13,348.850006,352.799988,343.600006,350.500000,350.025391,3330475
2019-09-16,348.399994,356.799988,344.350006,344.950012,344.482910,3921989
2019-09-17,348.000000,348.000000,333.549988,337.350006,336.893188,4239728
2019-09-18,338.149994,342.299988,333.399994,335.399994,334.945831,3322772
2019-09-19,335.000000,335.000000,306.100006,308.850006,308.431793,14628929
2019-09-20,308.000000,316.450012,273.049988,301.399994,300.991882,53252658
2019-09-23,310.000000,312.000000,267.149994,271.600006,271.232239,29747305
2019-09-24,275.399994,286.950012,256.000000,279.000000,278.622192,62278170
2019-09-25,290.000000,294.000000,269.000000,273.450012,273.079742,39978864
2019-09-26,274.700012,289.600006,270.250000,286.700012,286.311798,39001467
2019-09-27,281.000000,289.700012,271.649994,273.549988,273.179565,27027102
2019-09-30,273.000000,275.000000,251.649994,265.500000,265.140472,23045752
2019-10-01,264.500000,271.600006,199.149994,233.149994,232.834290,33544990
2019-10-03,237.000000,257.950012,225.399994,251.550003,251.209381,30258702
2019-10-04,249.000000,253.899994,232.600006,236.850006,236.529282,21327140
2019-10-07,214.250000,256.500000,203.300003,251.500000,251.159439,52976308
2019-10-09,250.000000,258.000000,240.699997,245.949997,245.616959,25509295
2019-10-10,245.550003,248.149994,242.399994,245.000000,244.668243,9050814
2019-10-11,246.550003,249.250000,235.000000,242.500000,242.171631,12400539
2019-10-14,243.000000,247.850006,237.300003,242.899994,242.571091,9279242
2019-10-15,236.899994,253.699997,234.550003,250.699997,250.360519,13377512
2019-10-16,251.350006,267.500000,250.250000,259.649994,259.298401,19213679
2019-10-17,260.600006,274.000000,255.800003,264.450012,264.091919,36055426
2019-10-18,248.300003,262.750000,239.550003,250.199997,249.861206,52011333
2019-10-22,250.199997,255.000000,247.100006,250.449997,250.110870,16599201
2019-10-23,253.000000,253.300003,240.050003,242.100006,241.772186,11827523
2019-10-24,245.000000,245.500000,236.300003,237.699997,237.378128,9431942
2019-10-25,239.000000,243.850006,233.300003,239.699997,239.375412,12497867
2019-10-27,null,null,null,null,null,null
2019-10-29,240.000000,241.300003,235.300003,236.600006,236.279633,11536048
2019-10-30,240.000000,245.899994,234.000000,235.149994,234.831573,15183348
2019-10-31,236.000000,264.049988,234.649994,260.600006,260.247131,28812635
2019-11-01,261.750000,314.500000,261.049988,309.500000,309.080902,61798777
2019-11-04,300.950012,307.649994,290.000000,296.100006,295.699066,31754992
2019-11-05,296.100006,299.649994,281.600006,286.149994,285.762512,15365133
2019-11-06,285.149994,303.899994,282.750000,285.799988,285.412994,28483062
2019-11-07,288.000000,292.450012,282.200012,285.750000,285.363068,10964624
2019-11-08,287.000000,295.000000,284.500000,287.500000,287.110687,10777211
2019-11-11,289.250000,307.899994,285.450012,305.399994,304.986450,20972910
2019-11-13,302.299988,302.299988,290.000000,290.549988,290.156555,18302144
2019-11-14,292.350006,295.700012,281.000000,282.000000,281.618134,12868799
2019-11-15,284.549988,293.299988,278.299988,287.899994,287.510162,11986311
2019-11-18,292.950012,298.299988,287.500000,294.149994,293.751678,8332827
2019-11-19,293.750000,293.750000,282.500000,285.850006,285.462952,11267424
2019-11-20,290.000000,310.000000,282.649994,307.000000,306.584290,32195266
2019-11-21,337.700012,364.000000,320.200012,345.149994,344.682617,100218862
2019-11-22,344.000000,362.799988,334.600006,358.100006,357.615112,62126781
2019-11-25,353.950012,354.899994,338.049988,343.799988,343.334442,24057077
2019-11-26,341.000000,343.000000,312.399994,319.700012,319.267120,65151467
2019-11-27,315.000000,329.899994,311.399994,319.500000,319.067352,38703704
2019-11-28,315.000000,327.350006,302.200012,311.000000,310.578888,55851231
2019-11-29,315.000000,324.000000,284.250000,293.049988,292.653168,35061676
2019-12-02,291.000000,307.000000,284.200012,292.799988,292.403503,34042733
2019-12-03,297.000000,299.000000,271.100006,279.899994,279.520996,28025661
2019-12-04,280.000000,287.000000,276.000000,281.350006,280.969025,24045142
2019-12-05,286.049988,302.299988,283.399994,300.049988,299.643677,49260051
2019-12-06,298.000000,302.399994,283.399994,287.700012,287.310425,29245323
2019-12-09,289.000000,297.000000,283.200012,284.149994,283.765228,20169323
2019-12-10,285.850006,288.100006,268.899994,270.950012,270.583130,25667054
2019-12-11,272.500000,285.799988,269.149994,283.450012,283.066193,28858296
2019-12-12,283.450012,286.750000,277.200012,284.299988,283.915009,15359473
2019-12-13,283.000000,286.250000,278.000000,279.700012,279.321259,12476782
2019-12-16,283.000000,283.000000,276.750000,278.250000,277.873230,8518794
2019-12-17,279.500000,286.600006,278.250000,279.750000,279.371185,15385576
2019-12-18,280.100006,281.399994,274.100006,279.500000,279.121521,11256891
2019-12-19,281.149994,282.299988,277.250000,279.750000,279.371185,8292661
2019-12-20,281.899994,287.950012,279.799988,284.049988,283.665344,24912419
2019-12-23,285.000000,296.399994,283.600006,294.799988,294.400787,20771744
2019-12-24,294.299988,303.250000,293.450012,297.250000,296.847504,21072703
2019-12-26,297.700012,299.000000,291.100006,297.299988,296.897400,15749313
2019-12-27,297.299988,304.899994,296.149994,299.000000,298.595123,12450895
2019-12-30,297.850006,304.500000,295.500000,302.799988,302.389954,8044851
2019-12-31,302.799988,304.000000,290.299988,292.200012,291.804352,10764717
2020-01-01,294.000000,296.450012,286.600006,288.649994,288.259125,9363059
2020-01-02,282.000000,291.700012,279.200012,289.600006,289.207855,15563216
2020-01-03,289.000000,289.000000,272.299988,273.700012,273.329407,23061627
2020-01-06,274.149994,275.200012,260.399994,261.500000,261.145905,17225140
2020-01-07,265.000000,271.350006,263.350006,267.750000,267.387451,15972104
2020-01-08,264.000000,266.200012,260.750000,264.450012,264.091919,12568683
2020-01-09,271.100006,275.200012,269.000000,272.049988,271.681610,10045128
2020-01-10,271.950012,273.500000,262.000000,263.000000,262.643860,14873579
2020-01-13,265.399994,267.200012,260.250000,265.100006,264.741028,12464909
2020-01-14,265.149994,271.700012,263.850006,269.549988,269.184998,12052587
2020-01-15,270.000000,274.200012,265.250000,272.799988,272.430603,9489809
2020-01-16,273.000000,280.500000,271.750000,279.700012,279.321259,11664707
2020-01-17,279.649994,284.450012,277.399994,281.700012,281.318573,14955571
2020-01-20,281.000000,284.250000,268.500000,270.750000,270.383392,9849474
2020-01-21,269.000000,286.700012,267.149994,284.100006,283.715302,21251797
2020-01-22,278.000000,304.000000,272.000000,300.350006,299.943298,52316203
2020-01-23,295.100006,297.000000,277.600006,279.250000,278.871857,32391499
2020-01-24,281.000000,285.700012,279.100006,280.799988,280.419769,13636858
2020-01-27,280.799988,281.899994,275.200012,278.950012,278.572296,8305172
2020-01-28,278.899994,281.649994,271.750000,272.500000,272.131012,6919138
2020-01-29,275.000000,277.100006,271.600006,274.250000,273.878632,6924475
2020-01-30,273.450012,274.549988,266.049988,267.850006,267.487305,7915600
2020-01-31,270.000000,272.899994,267.200012,269.149994,268.785553,7257076
2020-02-03,257.799988,261.149994,250.800003,256.600006,256.252533,10334388
2020-02-04,259.899994,268.000000,238.649994,244.500000,244.168930,22976013
2020-02-05,250.000000,250.699997,220.100006,226.649994,226.343094,52508897
2020-02-06,231.000000,241.100006,230.100006,235.800003,235.480713,37223678
2020-02-07,237.000000,251.500000,236.500000,249.750000,249.411819,27637790
2020-02-10,249.000000,249.750000,228.100006,230.449997,230.137939,20345685
2020-02-11,233.000000,237.449997,227.750000,231.300003,230.986801,21054895
2020-02-12,233.000000,234.949997,231.100006,232.050003,231.735779,7565854
2020-02-13,233.100006,241.000000,231.300003,237.149994,236.828873,22130983
2020-02-14,238.500000,242.399994,237.199997,238.750000,238.426712,9473212
2020-02-17,240.149994,242.199997,233.500000,239.199997,238.876099,8200081
2020-02-18,240.000000,247.550003,238.649994,245.600006,245.267441,12058654
2020-02-19,247.000000,255.300003,244.500000,252.250000,251.908432,11212344
2020-02-20,252.500000,260.850006,251.000000,256.799988,256.452271,9684251
2020-02-24,257.000000,257.299988,248.149994,249.100006,248.762695,7445554
2020-02-25,251.000000,255.000000,249.699997,251.899994,251.558899,6954412
2020-02-26,250.000000,253.550003,247.000000,251.399994,251.059570,8640042
2020-02-27,254.800003,254.800003,243.500000,244.350006,244.019135,6816417
2020-02-28,240.000000,244.649994,232.600006,239.300003,238.975967,9692261
2020-03-02,244.000000,248.949997,229.899994,233.850006,233.533356,9392956
2020-03-03,234.000000,255.949997,233.850006,251.100006,250.759995,17982847
2020-03-04,248.050003,254.449997,243.899994,251.750000,251.409103,12369910
2020-03-05,251.750000,254.250000,235.649994,238.149994,237.827515,13761306
2020-03-06,228.899994,230.800003,216.550003,221.149994,220.850540,11477990
2020-03-09,215.949997,215.949997,190.300003,194.449997,194.186691,20444162
2020-03-11,190.000000,213.850006,188.000000,209.500000,209.216324,27936837
2020-03-12,191.500000,199.800003,188.550003,190.649994,190.391830,14234701
2020-03-13,177.000000,197.500000,155.149994,182.800003,182.552475,12851366
2020-03-16,175.000000,177.949997,162.399994,166.350006,166.124756,9694803
2020-03-17,162.500000,169.199997,131.600006,133.100006,132.919769,36921358
2020-03-18,135.000000,185.000000,135.000000,164.100006,163.877792,40664011
2020-03-19,149.000000,158.149994,138.649994,141.199997,141.008804,19440046
2020-03-20,144.199997,153.300003,136.199997,144.899994,144.703781,18348624
2020-03-23,133.000000,144.699997,115.949997,122.000000,121.834801,9693859
2020-03-24,120.800003,131.000000,117.150002,119.150002,118.988663,13401986
2020-03-25,119.300003,129.750000,114.000000,125.500000,125.330063,12590917
2020-03-26,125.050003,133.149994,119.000000,128.750000,128.575653,12043912
2020-03-27,132.000000,138.649994,127.000000,128.050003,127.876610,8765500
2020-03-30,122.300003,135.000000,122.300003,125.650002,125.479858,8706148
2020-03-31,130.500000,130.649994,123.000000,123.949997,123.782158,8732264
2020-04-01,124.000000,126.750000,120.000000,120.900002,120.736290,6571413
2020-04-03,123.000000,125.949997,119.050003,124.349998,124.181618,7887911
2020-04-07,129.000000,143.000000,126.650002,140.899994,140.709198,11487040
2020-04-08,138.000000,148.149994,135.250000,143.149994,142.956161,10046602
2020-04-09,145.100006,151.300003,145.000000,149.850006,149.647095,8715349
2020-04-13,143.000000,143.000000,128.000000,137.100006,136.914352,27106642
2020-04-15,143.000000,143.000000,129.100006,133.750000,133.568893,26563975
2020-04-16,133.500000,138.949997,131.500000,135.550003,135.366455,18112259
2020-04-17,139.050003,142.699997,137.100006,140.149994,139.960220,15287491
2020-04-20,142.000000,149.750000,137.600006,140.649994,140.459534,23315892
2020-04-21,137.800003,138.000000,128.600006,129.250000,129.074982,14998821
2020-04-22,130.149994,155.100006,130.100006,151.850006,151.644379,48546637
2020-04-23,157.199997,173.399994,155.550003,157.550003,157.336670,69208136
2020-04-24,150.800003,152.850006,143.000000,145.149994,144.953445,25867166
2020-04-27,150.899994,153.000000,146.800003,149.750000,149.547226,16271064
2020-04-28,150.000000,155.850006,149.750000,152.449997,152.243561,15027824
2020-04-29,156.699997,166.000000,154.850006,159.399994,159.184143,26088658
2020-04-30,163.149994,164.000000,155.949997,159.350006,159.134232,14613831
2020-05-04,150.000000,152.000000,143.449997,146.399994,146.201752,14571173
2020-05-05,150.800003,155.449997,146.899994,148.399994,148.199051,22539665
2020-05-06,150.000000,154.500000,147.000000,152.649994,152.443298,13698946
2020-05-07,151.949997,154.199997,146.100006,147.350006,147.150482,8145342
2020-05-08,152.850006,158.750000,148.100006,150.649994,150.445999,30517260
2020-05-11,153.949997,161.850006,153.250000,155.399994,155.189560,32287526
2020-05-12,155.250000,156.399994,148.050003,155.050003,154.840057,17380731
2020-05-13,161.000000,168.500000,155.199997,165.149994,164.926361,27811752
2020-05-14,163.000000,172.949997,156.600006,169.649994,169.420273,32118430
2020-05-15,166.699997,172.199997,162.500000,164.199997,163.977661,28283346
2020-05-18,163.500000,164.300003,148.050003,149.500000,149.297562,23889857
2020-05-19,152.000000,155.699997,148.050003,150.250000,150.046539,21832834
2020-05-20,150.449997,154.649994,149.350006,153.550003,153.342087,13735926
2020-05-21,155.100006,159.500000,152.850006,153.949997,153.741531,15507223
2020-05-22,153.600006,165.000000,152.000000,163.250000,163.028946,38377939
2020-05-26,164.000000,166.600006,159.350006,165.199997,164.976303,19510809
2020-05-27,165.000000,166.300003,161.699997,164.449997,164.227310,14838385
2020-05-28,164.399994,189.050003,163.300003,180.699997,180.455307,71027855
2020-05-29,175.199997,186.800003,175.100006,183.550003,183.301453,38399694
2020-06-01,187.750000,192.399994,184.100006,185.899994,185.648270,26450211
2020-06-02,186.000000,202.800003,185.300003,198.949997,198.680603,40657814
2020-06-03,204.949997,205.199997,192.699997,195.699997,195.434998,24965757
2020-06-04,195.000000,207.800003,187.199997,205.600006,205.321609,47567706
2020-06-05,207.000000,210.449997,202.350006,206.199997,205.920776,36525490
2020-06-08,209.300003,210.500000,194.350006,197.050003,196.783173,27555715
2020-06-09,199.000000,202.300003,190.800003,192.399994,192.139465,27072444
2020-06-10,193.000000,194.600006,188.100006,189.800003,189.542999,17134647
2020-06-11,190.750000,191.149994,174.800003,175.949997,175.711746,21395919
2020-06-12,172.000000,172.000000,162.149994,168.550003,168.321777,36209159
2020-06-15,168.550003,177.000000,163.500000,165.500000,165.275894,46155429
2020-06-16,170.600006,171.949997,161.100006,163.899994,163.678055,25973471
2020-06-17,163.949997,169.399994,161.699997,165.000000,164.776581,24989870
2020-06-18,166.500000,175.449997,165.500000,174.399994,174.163834,37916748
2020-06-19,176.800003,178.199997,169.350006,172.949997,172.715805,27707425
2020-06-22,175.000000,180.000000,174.000000,177.050003,176.810257,20654498
2020-06-23,176.899994,186.899994,176.050003,181.949997,181.703613,21410683
2020-06-24,184.899994,185.350006,172.500000,174.100006,173.864258,21627394
